a,n,num_liquidations,total_commission,short_profits,long_profits,profit
0.005,10.5,233,301.77,13281.618,2287.033585,15266.88159
0.005,10.6,226,295.74,12989.73984,2249.672184,14943.67202
0.005,10.7,225,297.246,13177.67325,2153.184796,15033.61204
0.005,10.8,229,305.208,13589.00309,2172.547945,15456.34304
0.005,10.9,227,304.764,13374.35287,2377.412601,15447.00147
0.005,11,235,318.12,14189.49153,2338.966284,16210.33781
0.005,11.1,241,329.004,14693.23399,2422.685492,16786.91548
0.005,11.2,241,331.968,14808.4137,2448.004154,16924.44986
0.005,11.3,225,313.236,13715.87414,2532.297236,15934.93538
0.005,11.4,224,314.64,13829.58592,2490.796532,16005.74245
0.005,11.5,225,318.78,14009.20826,2510.327511,16200.75577
0.005,11.6,218,311.808,13883.6111,2275.974803,15847.77791
0.005,11.7,219,315.9,14065.31033,2295.409833,16044.82017
0.005,11.8,219,318.6,14021.52197,2443.117697,16146.03967
0.005,11.9,226,331.296,14550.99452,2597.82442,16817.52294
0.005,12,216,318.96,13899.70951,2618.725164,16199.47468
0.005,12.1,213,317.262,13785.5745,2639.631338,16107.94383
0.005,12.2,202,303.78,13066.16521,2596.330521,15358.71573
0.005,12.3,199,301.842,12933.92475,2620.399092,15252.48184
0.005,12.4,206,314.712,13694.60744,2571.332521,15951.22796
0.005,12.5,195,300.75,13081.29406,2453.582512,15234.12657
0.005,12.6,199,309.204,13267.02255,2685.025046,15642.84359
0.005,12.7,202,316.23,13753.64918,2564.753241,16002.17242
0.005,12.8,203,320.256,13948.98213,2584.721595,16213.44772
0.005,12.9,208,330.498,14310.99971,2746.824392,16727.3261
0.005,13,210,336.18,14596.98173,2767.876781,17028.67851
0.005,13.1,212,341.124,14889.42724,2788.722082,17337.02532
0.005,13.2,222,359.568,15904.44867,2808.34094,18353.22161
0.005,13.3,223,363.888,15959.60004,2981.553127,18577.26517
0.005,13.4,210,345.72,15207.33334,2782.801107,17644.41445
0.005,13.5,199,330.48,14407.25164,2730.381743,16807.15338
0.005,13.6,197,329.664,14020.9971,2976.858775,16668.19188
0.005,13.7,197,332.088,14029.92233,3074.720118,16772.55444
0.005,13.8,181,308.016,12669.45499,3097.829513,15459.26851
0.005,13.9,179,306.912,12421.36209,3273.955967,15388.40606
0.005,14,193,332.64,13728.00795,3374.805,16770.17295
0.005,14.1,179,311.328,12537.65158,3400.354576,15626.67816
0.005,14.2,176,308.424,12535.07978,3261.779054,15488.43483
0.005,14.3,171,301.158,12255.47254,3205.522313,15159.83685
0.005,14.4,173,306.72,12533.85318,3229.391169,15456.52435
0.005,14.5,167,298.41,12045.75971,3253.474818,15000.82453
0.005,14.6,168,302.22,11939.31606,3517.449142,15154.5452
0.005,14.7,174,314.874,12506.11721,3624.575687,15815.8189
0.005,14.8,183,333,13548.20082,3565.500531,16780.70135
0.005,14.9,179,328.098,13146.82539,3667.50348,16486.23087
0.005,15,180,332.1,13362.11772,3692.716858,16722.73457
0.005,15.1,188,348.81,14408.3158,3628.905607,17688.41141
0.005,15.2,184,343.824,14295.52203,3488.054174,17439.7522
0.005,15.3,179,336.906,13875.98072,3510.763614,17049.83833
0.005,15.4,176,333.564,13858.87111,3361.76338,16887.07049
0.005,15.5,172,328.29,13634.40916,3299.504734,16605.62389
0.005,15.6,166,319.176,13160.72861,3231.062229,16072.61484
0.005,15.7,166,321.222,13544.89231,2991.875975,16215.54628
0.005,15.8,170,330.852,14037.77184,3010.676126,16717.59596
0.005,15.9,167,327.222,14028.3764,2850.102038,16551.25643
0.005,16,193,379.2,17175.45274,2687.748418,19484.00115
0.005,16.1,179,354.522,15828.24043,2613.035239,18086.75367
0.005,16.2,182,361.584,16480.12631,2448.121723,18566.66403
0.005,16.3,178,355.992,16254.71569,2371.269821,18269.99351
0.005,16.4,160,322.752,14746.17883,2109.659488,16533.08632
0.005,16.5,156,316.8,14419.34623,2122.435404,16224.98163
0.005,16.6,151,308.76,14183.19813,1947.896269,15822.33439
0.005,16.7,144,296.592,13573.0803,1865.473508,15141.96181
0.005,16.8,139,288.288,13073.49204,1876.48903,14661.69307
0.005,16.9,139,290.004,13145.6979,1887.52382,14743.21772
0.005,17,151,316.2,14551.30851,1991.609948,16226.71846
0.005,17.1,152,320.112,14755.46089,2004.447427,16439.79632
0.005,17.2,144,305.472,14153.21095,1825.592914,15673.33186
0.005,17.3,137,292.716,13458.21533,1837.353842,15002.85317
0.005,17.4,143,306.936,14286.57102,1748.52903,15728.16405
0.005,17.5,136,294,13690.36809,1661.674435,15058.04252
0.005,17.6,140,304.128,14116.2164,1768.017247,15580.10565
0.005,17.7,135,295.236,13592.25301,1778.00704,15075.02405
0.005,17.8,140,307.584,14147.85022,1886.241505,15726.50773
0.005,17.9,136,300.72,13841.08856,1797.777532,15338.14609
0.005,18,133,295.92,13477.18505,1807.631507,14988.89656
0.005,18.1,136,304.08,13565.82063,2117.083213,15378.82384
0.005,18.2,138,309.036,13901.45396,2129.450942,15721.8689
0.005,18.3,139,312.93,14120.13589,2140.951743,15948.15763
0.005,18.4,140,316.848,14204.69234,2257.399386,16145.24372
0.005,18.5,144,327.45,14794.3862,2269.401489,16736.33769
0.005,18.6,149,340.38,15473.65431,2383.669554,17516.94387
0.005,18.7,152,348.942,15926.68011,2396.288139,17974.02625
0.005,18.8,145,335.016,15250.45285,2305.188788,17220.62564
0.005,18.9,137,318.654,14696.60506,2002.44272,16380.39378
0.005,19,137,320.34,14882.0719,1803.470509,16365.20241
0.005,19.1,141,331.194,15353.1065,1918.091226,16940.00372
0.005,19.2,140,330.624,15052.26804,2137.588308,16859.23235
0.005,19.3,139,330.03,15131.58496,2038.713491,16840.26845
0.005,19.4,128,306.132,13935.64757,1944.182148,15573.69771
0.005,19.5,118,284.31,13015.60942,1741.406569,14472.70599
0.005,19.6,116,281.064,12842.97307,1750.02914,14311.93821
0.005,19.7,111,270.678,12392.60604,1652.35967,13774.28771
0.005,19.8,110,269.676,12343.39861,1660.597295,13734.31991
0.005,19.9,110,271.038,12537.5283,1559.46351,13825.95381
0.006,2,898,222.96,11414.17565,2294.438704,13485.65435
0.006,2.1,867,225.918,11495.2761,2394.701325,13664.05943
0.006,2.2,827,225.852,11593.30888,2301.702156,13669.15903
0.006,2.3,791,225.906,11516.31545,2360.060894,13650.47034
0.006,2.4,764,227.52,11673.76091,2318.537229,13764.77814
0.006,2.5,739,229.35,11779.09478,2314.65059,13864.39537
0.006,2.6,723,233.22,11934.34002,2405.943934,14107.06396
0.006,2.7,693,232.146,11985.27136,2319.27916,14072.40452
0.006,2.8,668,232.176,11925.7169,2366.915553,14060.45645
0.006,2.9,643,231.594,11877.47868,2374.46507,14020.34975
0.006,3,635,236.34,12211.39094,2354.689066,14329.74
0.006,3.1,609,234.174,12159.67283,2288.007595,14213.50643
0.006,3.2,588,233.472,12188.25033,2211.593866,14166.37219
0.006,3.3,578,236.61,12230.23429,2347.119813,14340.74411
0.006,3.4,564,237.864,12340.12986,2325.075314,14427.34118
0.006,3.5,549,238.35,12350.28228,2348.642198,14460.57448
0.006,3.6,526,235.008,11994.42051,2461.73064,14221.14315
0.006,3.7,510,234.21,12085.31493,2333.489388,14184.59432
0.006,3.8,507,239.172,12293.92679,2421.298114,14476.0529
0.006,3.9,476,230.724,11873.92263,2303.990456,13947.18908
0.006,4,492,244.08,12573.82383,2444.201895,14773.94572
0.006,4.1,471,239.604,12288.35204,2450.564795,14499.31284
0.006,4.2,471,245.196,12530.20055,2565.385573,14850.39012
0.006,4.3,467,248.712,12935.8553,2423.310286,15110.45359
0.006,4.4,445,242.88,12785.3092,2216.915051,14759.34425
0.006,4.5,438,244.62,12696.65901,2385.147173,14837.18619
0.006,4.6,422,240.948,12538.06716,2314.389717,14611.50888
0.006,4.7,415,241.956,12348.06373,2523.529736,14629.63747
0.006,4.8,399,237.888,12239.24471,2386.664932,14388.02164
0.006,4.9,409,248.136,12694.91885,2598.720986,15045.50383
0.006,5,387,240,12168.23356,2585.549129,14513.78269
0.006,5.1,388,245.412,12593.32187,2500.858759,14848.76863
0.006,5.2,387,249.6,12853.24652,2513.771365,15117.41788
0.006,5.3,383,251.538,12929.78047,2559.064144,15237.30662
0.006,5.4,376,251.748,13168.97774,2356.446174,15273.67592
0.006,5.5,365,248.82,12912.93628,2436.179935,15100.29621
0.006,5.6,360,249.984,12970.43376,2440.840424,15161.29019
0.006,5.7,353,249.66,12938.07083,2447.094987,15135.50582
0.006,5.8,339,243.948,12851.08355,2218.412139,14825.54769
0.006,5.9,324,237.534,12286.99733,2335.0249,14384.48823
0.006,6,320,238.32,12352.67963,2334.829337,14449.18897
0.006,6.1,326,246.684,12828.3686,2372.670965,14954.35557
0.006,6.2,326,250.356,13230.37942,2244.143567,15224.16699
0.006,6.3,326,254.394,13213.92576,2491.419339,15450.9511
0.006,6.4,319,253.056,13088.83548,2531.702392,15367.48188
0.006,6.5,310,249.99,12978.46134,2443.210585,15171.68193
0.006,6.6,310,253.44,13218.18142,2435.056472,15399.79789
0.006,6.7,305,253.26,13312.11544,2333.716542,15392.57198
0.006,6.8,286,241.536,12657.66263,2230.873221,14646.99985
0.006,6.9,284,243.432,12676.37136,2308.147504,14741.08687
0.006,7,281,244.02,12806.07451,2248.301808,14810.35632
0.006,7.1,283,249.21,13218.0055,2188.387568,15157.18307
0.006,7.2,271,242.352,12948.28221,2029.386088,14735.3163
0.006,7.3,271,245.28,13135.88018,2056.897961,14947.49814
0.006,7.4,261,239.76,12799.83114,2035.340846,14595.41198
0.006,7.5,265,246.6,13215.88805,2062.395675,15031.68372
0.006,7.6,267,251.712,13398.53954,2190.536005,15337.36354
0.006,7.7,255,243.936,12836.89504,2220.241722,14813.20076
0.006,7.8,272,262.548,13754.74838,2457.397535,15949.59792
0.006,7.9,248,243.162,12535.94416,2436.942049,14729.72421
0.006,8,248,246.24,12493.69804,2626.538166,14873.99621
0.006,8.1,249,250.29,12706.92494,2663.73756,15120.3725
0.006,8.2,251,255.348,13030.23796,2696.639935,15471.5299
0.006,8.3,258,264.936,13520.10459,2838.04824,16093.21683
0.006,8.4,249,259.056,12957.7208,2985.401681,15684.06648
0.006,8.5,249,262.14,13303.61878,2851.630334,15893.10912
0.006,8.6,242,258,13168.54084,2713.650222,15624.19106
0.006,8.7,230,248.472,12672.78089,2629.053005,15053.3619
0.006,8.8,229,250.272,12881.55289,2541.317351,15172.59825
0.006,8.9,226,249.378,12691.80126,2685.594966,15128.01823
0.006,9,214,239.22,12132.44972,2595.982806,14489.21253
0.006,9.1,212,239.694,12112.54754,2627.156276,14500.00982
0.006,9.2,227,258.888,13310.8943,2657.716869,15709.72317
0.006,9.3,218,251.658,13084.71751,2436.806406,15269.86592
0.006,9.4,222,258.876,13658.50307,2337.332775,15736.95984
0.006,9.5,227,266.76,14154.14565,2360.223777,16247.60943
0.006,9.6,220,261.504,13850.04386,2319.875677,15908.41554
0.006,9.7,217,260.736,13922.16026,2212.566392,15873.99065
0.006,9.8,211,256.368,13612.44788,2234.215066,15590.29494
0.006,9.9,207,254.232,13566.90478,2121.995497,15434.66828
0.006,10,201,249.6,13294.32535,2076.666638,15121.39199
0.006,10.1,206,258.156,13746.93847,2163.837532,15652.62
0.006,10.2,204,257.652,13411.51916,2457.142069,15611.00923
0.006,10.3,204,260.178,13448.97998,2550.97484,15739.77682
0.006,10.4,201,258.96,13749.08245,2227.393897,15717.51635
0.006,10.5,193,251.37,13362.15514,2109.026119,15219.81126
0.006,10.6,188,247.404,13088.16482,2128.827817,14969.58864
0.006,10.7,189,251.022,13408.48071,2081.272512,15238.73122
0.006,10.8,187,250.776,13220.0285,2245.448292,15214.70079
0.006,10.9,188,253.752,13354.03289,2336.527825,15436.80871
0.006,11,181,246.84,13017.4067,2212.411081,14982.97778
0.006,11.1,183,251.748,13214.37671,2308.615104,15271.24382
0.006,11.2,181,251.328,13416.73971,2105.091048,15270.50275
0.006,11.3,179,250.86,13268.35932,2199.631343,15217.13066
0.006,11.4,185,261.288,13799.68185,2374.227246,15912.6211
0.006,11.5,176,251.16,13198.32416,2318.252329,15265.41649
0.006,11.6,177,254.736,13497.66824,2261.638779,15504.57102
0.006,11.7,178,258.336,13699.50823,2280.135294,15721.30752
0.006,11.8,172,252.048,13138.32093,2376.571188,15262.84412
0.006,11.9,167,247.044,12619.17102,2555.081478,14927.2085
0.006,12,164,244.08,12452.74882,2575.576421,14784.24524
0.006,12.1,170,254.826,12837.0957,2842.601855,15424.87156
0.006,12.2,160,242.292,12257.87986,2623.669552,14639.25741
0.006,12.3,159,242.802,12347.15589,2564.949664,14669.30356
0.006,12.4,156,240.312,12060.06369,2669.669567,14489.42126
0.006,12.5,156,242.25,12236.07228,2609.891615,14603.71389
0.006,12.6,159,248.724,12435.68365,2798.468186,14985.42784
0.006,12.7,154,243.078,12225.86751,2650.954189,14633.7437
0.006,12.8,154,244.992,12316.40713,2671.568274,14742.9834
0.006,12.9,158,253.098,12834.03027,2691.929822,15272.86209
0.006,13,166,267.54,13752.94555,2712.604829,16198.01037
0.006,13.1,171,277.458,14300.76029,2819.79347,16843.09576
0.006,13.2,183,297.792,15332.49552,3104.729505,18139.43303
0.006,13.3,185,303.24,15776.42333,3039.683376,18512.8667
0.006,13.4,184,303.912,15996.19473,2884.302583,18576.58531
0.006,13.5,169,281.88,14504.76643,2905.504018,17128.39044
0.006,13.6,167,280.704,14622.64822,2749.753945,17091.69816
0.006,13.7,169,286.056,14922.76473,2769.386293,17406.09502
0.006,13.8,155,264.96,13482.35712,2789.312605,16006.70972
0.006,13.9,153,263.544,13258.4704,2900.835497,15895.76189
0.006,14,145,252,12397.11232,3016.128348,15161.24067
0.006,14.1,147,257.184,12491.40025,3225.84236,15460.05861
0.006,14.2,144,253.896,12373.09549,3150.945172,15270.14466
0.006,14.3,145,257.4,12337.3605,3365.14806,15445.10856
0.006,14.4,140,250.56,11750.37059,3485.299107,14985.1097
0.006,14.5,134,241.86,11376.3405,3315.254638,14449.73514
0.006,14.6,143,258.42,12368.92415,3434.325564,15544.82972
0.006,14.7,145,263.718,12582.48897,3557.83322,15876.60419
0.006,14.8,145,265.512,12664.72617,3580.486634,15979.70081
0.006,14.9,156,286.974,13912.03688,3704.792786,17329.85567
0.006,15,153,283.5,13776.53669,3631.85236,17124.88905
0.006,15.1,149,278.142,13642.3152,3452.153982,16816.32718
0.006,15.2,153,287.28,13856.76703,3778.727875,17348.21491
0.006,15.3,153,289.17,13824.6536,3906.805127,17442.28873
0.006,15.4,155,294.756,14424.25032,3726.058188,17855.55251
0.006,15.5,148,283.65,13637.21219,3751.227958,17104.79015
0.006,15.6,144,277.992,13592.14322,3459.833219,16773.98444
0.006,15.7,138,268.47,13189.78976,3274.982623,16196.30238
0.006,15.8,141,275.868,13643.82034,3295.539477,16663.49182
0.006,15.9,147,289.062,14718.76801,3100.970352,17530.67636
0.006,16,143,283.2,14314.45968,3118.794236,17150.05392
0.006,16.1,144,286.902,15044.27201,2706.990419,17464.36043
0.006,16.2,138,277.02,14653.50412,2506.476979,16882.9611
0.006,16.3,137,276.774,14894.66616,2303.16067,16921.05283
0.006,16.4,129,261.744,13801.36998,2420.86631,15960.4923
0.006,16.5,126,257.4,13526.25019,2435.541572,15704.39177
0.006,16.6,127,260.952,13883.08559,2337.47556,15959.60915
0.006,16.7,123,254.508,13601.28824,2238.56826,15585.3485
0.006,16.8,114,237.888,12402.679,2251.786861,14416.57786
0.006,16.9,120,251.472,13282.09403,2265.028598,15295.65063
0.006,17,120,252.96,13483.5177,2162.746273,15393.30397
0.006,17.1,118,250.344,13330.74107,2175.3693,15255.76637
0.006,17.2,115,245.616,12978.53365,2187.762077,14920.67973
0.006,17.3,111,238.74,12648.05647,2085.354464,14494.67094
0.006,17.4,105,227.592,12184.20821,1864.069814,13820.68602
0.006,17.5,105,228.9,12534.10936,1640.512642,13945.722
0.006,17.6,107,234.432,12874.93997,1649.468284,14289.97625
0.006,17.7,107,235.764,12811.01912,1775.830183,14351.08531
0.006,17.8,108,239.232,13029.40508,1785.630848,14575.80393
0.006,17.9,112,249.168,13853.39065,1676.821702,15281.04435
0.006,18,105,235.44,12807.69359,1686.067368,14258.32095
0.006,18.1,108,243.264,13191.77019,1816.74279,14765.24898
0.006,18.2,112,253.344,13861.83876,1826.534896,15435.02966
0.006,18.3,108,245.952,13386.14075,1836.385223,14976.57397
0.006,18.4,110,251.712,13442.83609,2089.518709,15280.64279
0.006,18.5,120,275.28,15037.5224,2100.620636,16862.86303
0.006,18.6,123,282.348,15278.46739,2361.845003,17357.96439
0.006,18.7,123,283.866,15358.04765,2374.34506,17448.52671
0.006,18.8,119,276.36,15154.10025,2138.034354,17015.7746
0.006,18.9,111,259.686,14319.76304,1894.244963,15954.322
0.006,19,109,256.5,14243.86042,1780.662345,15768.02277
0.006,19.1,107,253.266,13965.34732,1789.920233,15502.00155
0.006,19.2,102,243.072,13225.26234,1799.130835,14781.32117
0.006,19.3,109,260.55,13771.06976,2318.995709,15829.51547
0.006,19.4,105,252.588,13380.71955,2204.904651,15333.0362
0.006,19.5,102,246.87,13158.06453,2089.687874,15000.88241
0.006,19.6,103,250.488,13396.59686,2100.034963,15246.14382
0.006,19.7,101,247.038,13323.75931,1982.831613,15059.55292
0.006,19.8,101,248.292,13415.07003,1992.716765,15159.49479
0.006,19.9,102,251.934,13802.11101,1871.356224,15421.53324
0.007,2,751,187.68,11217.90735,2173.680183,13203.90753
0.007,2.1,726,190.512,11294.99282,2283.240457,13387.72128
0.007,2.2,709,194.7,11649.81996,2253.74411,13708.86407
0.007,2.3,670,192.51,11455.65595,2265.487033,13528.63299
0.007,2.4,642,192.384,11409.11109,2310.023106,13526.7502
0.007,2.5,626,195.45,11601.53934,2326.489986,13732.57932
0.007,2.6,605,196.404,11736.93847,2277.355801,13817.89027
0.007,2.7,584,196.83,11789.02868,2260.017685,13852.21637
0.007,2.8,555,194.208,11561.52119,2278.823203,13646.13639
0.007,2.9,552,199.926,11978.71861,2293.183898,14071.97651
0.007,3,529,198.18,11732.52359,2394.305126,13928.64871
0.007,3.1,522,201.996,11961.28218,2450.642962,14209.92914
0.007,3.2,499,199.296,12082.62049,2177.812455,14061.13695
0.007,3.3,485,199.782,12006.65146,2271.591405,14078.46087
0.007,3.4,475,201.756,12048.91731,2336.669952,14183.83126
0.007,3.5,459,200.76,12061.30455,2270.816795,14131.36134
0.007,3.6,460,206.496,12482.93327,2309.396178,14585.83345
0.007,3.7,432,199.578,12017.84745,2255.690328,14073.95978
0.007,3.8,435,206.34,12588.31285,2198.419123,14580.39198
0.007,3.9,414,201.708,12151.14358,2257.685438,14207.12102
0.007,4,406,202.8,12168.76416,2313.638182,14279.60234
0.007,4.1,399,204.426,12433.36291,2180.826036,14409.76294
0.007,4.2,396,207.648,12398.42612,2428.915252,14619.69337
0.007,4.3,399,213.624,12878.895,2423.426399,15088.6974
0.007,4.4,379,208.032,12577.85421,2307.570483,14677.3927
0.007,4.5,372,208.98,12579.82017,2359.231723,14730.07189
0.007,4.6,366,210.312,12600.60965,2410.618223,14800.91587
0.007,4.7,349,204.732,12228.32057,2389.864713,14413.45328
0.007,4.8,337,202.176,12146.39866,2290.87454,14235.0972
0.007,4.9,338,206.682,12448.81181,2336.12686,14578.25667
0.007,5,317,198.3,11796.25722,2345.761439,13943.71866
0.007,5.1,320,203.796,12067.98426,2474.23189,14338.42015
0.007,5.2,326,211.536,12688.31796,2441.499785,14918.28174
0.007,5.3,317,209.562,12576.79665,2405.328981,14772.56363
0.007,5.4,308,207.684,12425.58388,2408.733923,14626.6338
0.007,5.5,297,204.27,12004.26052,2538.105194,14338.09571
0.007,5.6,298,208.32,12371.12914,2497.335374,14660.14452
0.007,5.7,301,214.092,12650.33408,2629.682315,15065.92439
0.007,5.8,299,216.108,13115.9749,2358.959262,15258.82616
0.007,5.9,281,207.09,12326.46757,2445.400885,14564.77845
0.007,6,276,207,12420.29586,2345.592506,14558.88837
0.007,6.1,274,208.62,12668.70356,2241.104802,14701.18836
0.007,6.2,271,209.436,12772.68204,2229.674125,14792.92017
0.007,6.3,267,209.79,12812.36068,2213.630125,14816.20081
0.007,6.4,264,210.816,12915.9215,2198.497729,14903.60323
0.007,6.5,264,214.11,13240.97319,2132.846858,15159.71005
0.007,6.6,259,213.048,12961.01963,2322.042739,15070.01437
0.007,6.7,249,208.236,12469.83346,2403.869355,14665.46681
0.007,6.8,239,203.184,12348.99486,2175.512551,14321.32341
0.007,6.9,242,208.656,12842.88159,2099.094099,14733.31969
0.007,7,230,201.18,12311.42763,2077.23669,14187.48432
0.007,7.1,240,212.574,13130.08888,2106.666479,15024.18136
0.007,7.2,238,213.84,13257.3816,2083.766824,15127.30842
0.007,7.3,232,211.554,12973.16632,2168.522287,14930.13461
0.007,7.4,228,210.456,12939.9969,2140.220333,14869.76124
0.007,7.5,222,207.9,12725.49233,2169.004431,14686.59676
0.007,7.6,222,210.672,12892.54121,2197.221716,14879.09092
0.007,7.7,231,221.76,13625.98982,2287.606024,15691.83584
0.007,7.8,217,211.536,12791.13876,2315.416995,14895.01976
0.007,7.9,212,209.034,12599.75023,2344.944802,14735.66104
0.007,8,207,206.88,12447.578,2312.602599,14553.3006
0.007,8.1,214,216.27,12824.82243,2599.1501,15207.70253
0.007,8.2,210,215.004,12758.72505,2567.115106,15110.83615
0.007,8.3,216,223.602,13470.02802,2531.175311,15777.60133
0.007,8.4,208,217.728,12543.4256,2957.246028,15282.94362
0.007,8.5,209,221.34,12777.57913,2993.024329,15549.26346
0.007,8.6,201,215.688,12531.29727,2827.584339,15143.19361
0.007,8.7,200,217.152,12598.32603,2859.974243,15241.14827
0.007,8.8,201,220.704,12988.47084,2755.150247,15522.91708
0.007,8.9,196,217.338,12660.46179,2851.76196,15294.88575
0.007,9,198,221.94,13143.93541,2743.859502,15665.85491
0.007,9.1,195,221.13,13205.99298,2634.767067,15619.63005
0.007,9.2,186,213.624,12675.1871,2596.466633,15058.02974
0.007,9.3,186,215.946,12799.35334,2623.163514,15206.57085
0.007,9.4,187,219.396,13090.13288,2578.827379,15449.56426
0.007,9.5,178,211.47,12374.17931,2680.676831,14843.38614
0.007,9.6,189,225.792,13525.5889,2632.844576,15932.64148
0.007,9.7,189,228.144,13855.00145,2506.910089,16133.76754
0.007,9.8,186,226.968,13809.58339,2456.29331,16038.9087
0.007,9.9,186,229.284,14124.99696,2321.133175,16216.84614
0.007,10,177,220.8,13622.85149,2188.68129,15590.73278
0.007,10.1,171,215.736,13205.97096,2208.643617,15198.87857
0.007,10.2,162,206.856,12601.97117,2151.567955,14546.68313
0.007,10.3,158,203.322,12343.56293,2171.770589,14312.01152
0.007,10.4,164,212.784,12753.10912,2435.866529,14976.19165
0.007,10.5,163,213.57,12854.92472,2376.409715,15017.76443
0.007,10.6,160,211.788,12799.81388,2316.154857,14904.18074
0.007,10.7,157,209.934,12826.22354,2173.488647,14789.77819
0.007,10.8,158,213.192,13036.85412,2193.315864,15016.97798
0.007,10.9,157,213.858,12965.8635,2297.729872,15049.73537
0.007,11,153,210.54,12786.03055,2232.967273,14808.45782
0.007,11.1,152,211.122,12708.37889,2339.45457,14836.71146
0.007,11.2,147,205.632,12623.06991,2099.513976,14516.95188
0.007,11.3,146,206.112,12619.77967,2118.556265,14532.22394
0.007,11.4,142,202.464,12326.91941,2136.648194,14261.1036
0.007,11.5,140,201.48,12416.33972,1976.033916,14190.89363
0.007,11.6,140,203.232,12641.34556,1904.022675,14342.13624
0.007,11.7,140,204.984,12870.35654,1828.200469,14493.57301
0.007,11.8,136,201.072,12554.33062,1843.549818,14196.80844
0.007,11.9,143,212.772,12801.86382,2414.540897,15003.63272
0.007,12,139,208.8,12460.11142,2434.433813,14685.74524
0.007,12.1,144,217.074,13010.74159,2547.239429,15340.90702
0.007,12.2,140,213.012,12764.3285,2474.021794,15025.33829
0.007,12.3,140,214.758,12854.02134,2496.033425,15135.29676
0.007,12.4,137,212.04,12733.54698,2420.798627,14942.30561
0.007,12.5,135,210.75,12830.42517,2250.259822,14869.93499
0.007,12.6,132,207.9,12562.34319,2270.064255,14624.50744
0.007,12.7,130,206.502,12409.85858,2290.014165,14493.37074
0.007,12.8,127,203.52,12264.03718,2208.786465,14269.30364
0.007,12.9,134,215.946,12498.81486,2833.050051,15115.91891
0.007,13,136,220.74,12860.42477,2854.847879,15494.53265
0.007,13.1,148,241.302,14428.34393,2876.428644,17063.47057
0.007,13.2,145,238.392,14185.20044,2897.520298,16844.32874
0.007,13.3,145,239.4,14154.6941,3025.325937,16940.62004
0.007,13.4,145,241.2,14247.71543,3050.86471,17057.38014
0.007,13.5,143,239.76,14082.4524,3073.468385,16916.16079
0.007,13.6,143,241.536,14302.40295,2993.003237,17053.87018
0.007,13.7,142,241.668,14386.98472,2906.145486,17051.46221
0.007,13.8,135,231.84,13584.52765,2927.040377,16279.72803
0.007,13.9,134,231.852,13417.97457,3057.536726,16243.6593
0.007,14,129,225.12,12877.153,3079.196748,15731.22975
0.007,14.1,131,230.112,13281.87289,3100.89096,16152.65185
0.007,14.2,126,223.224,12580.17585,3234.482465,15591.43432
0.007,14.3,124,221.364,12281.42466,3366.986592,15427.04726
0.007,14.4,121,217.728,12107.53958,3278.84258,15168.65416
0.007,14.5,130,234.9,13521.831,3188.199738,16475.13074
0.007,14.6,131,238.272,13205.00499,3663.938982,16630.67197
0.007,14.7,133,242.55,13701.40052,3569.212555,17028.06307
0.007,14.8,131,240.648,13793.461,3364.154632,16916.96763
0.007,14.9,133,245.85,14191.19047,3386.479682,17331.82015
0.007,15,130,242.1,13891.89583,3408.97566,17058.77149
